lon,lat,ken,address,H27,H28,H29,H28D,H29F
139.594798888889,35.7886419444444,埼玉,朝霞市栄町５−４−２２,195000,195000,196000,0,0.512820512820513
139.594988888889,35.8003902777778,埼玉,朝霞市本町１−１７−１９,244000,246000,249000,0.819672131147541,1.21951219512195
139.596885,35.9781569444444,埼玉,上尾市本町２−１２−１７,117000,117000,117000,0,0
139.597365,35.7933961111111,埼玉,朝霞市本町３−５−８,296000,300000,304000,1.35135135135135,1.33333333333333
139.597793055556,35.9576280555556,埼玉,さいたま市北区別所町６６番７,108000,108000,108000,0,0
139.598021944444,36.0690255555556,埼玉,久喜市菖蒲町菖蒲字西堀１０７４番９,0,38300,38200,Nan,-0.261096605744125
139.598306944444,35.9166269444444,埼玉,さいたま市北区日進町１丁目６６番４,125000,126000,126000,0.8,0
139.598965,35.7969888888889,埼玉,朝霞市本町２−５−３０,481000,484000,487000,0.623700623700624,0.619834710743802
139.599663888889,35.9222669444444,埼玉,さいたま市北区日進町１丁目２１７番２７,123000,124000,124000,0.813008130081301,0
139.599773888889,35.991375,埼玉,上尾市大字平塚字大砂２０９８番１外,46700,46700,47500,0,1.71306209850107
139.600218888889,35.897545,埼玉,さいたま市大宮区三橋２丁目５６６番９,118000,118000,118000,0,0
139.600268888889,35.8117030555556,埼玉,朝霞市岡３−２９−３３,165000,166000,166000,0.606060606060606,0
139.600281111111,35.9521469444444,埼玉,さいたま市北区別所町１７番７,118000,118000,118000,0,0
139.600358055556,36.0076530555556,埼玉,北足立郡伊奈町寿１丁目３０４番１,93200,94200,94200,1.07296137339056,0
139.600583333333,36.1300019444444,埼玉,加須市諏訪２−２−２３,48800,48400,48100,-0.819672131147541,-0.619834710743802
139.600678055556,35.9620438888889,埼玉,上尾市栄町４−９,105000,105000,105000,0,0
139.60159,35.7979322222222,埼玉,朝霞市仲町２−３−３１,0,373000,375000,Nan,0.536193029490617
139.601673888889,36.1253869444444,埼玉,加須市本町８−６,45300,44800,44400,-1.1037527593819,-0.892857142857143
139.601686944444,35.8019011111111,埼玉,朝霞市根岸台１−４−３５,242000,244000,247000,0.826446280991735,1.22950819672131
139.601961111111,35.7718911111111,埼玉,和光市南１−２５−１３,187000,189000,191000,1.06951871657754,1.05820105820106
139.602161111111,35.7918330555556,埼玉,朝霞市栄町１−７−４３,245000,247000,250000,0.816326530612245,1.21457489878543
139.602686111111,36.13327,埼玉,加須市三俣２丁目１９番３外,49400,48800,48400,-1.21457489878543,-0.819672131147541
139.603251111111,35.898935,埼玉,さいたま市大宮区三橋２丁目６５８番１４,154000,154000,154000,0,0
139.603293888889,35.7975011111111,埼玉,朝霞市根岸台６−６−２１,282000,285000,288000,1.06382978723404,1.05263157894737
139.603538888889,35.9570761111111,埼玉,さいたま市北区吉野町２丁目２０７番１８,122000,122000,122000,0,0
139.60362,36.1218780555556,埼玉,加須市東栄１−３−３２,45000,44700,44500,-0.666666666666667,-0.447427293064877
139.604418055556,35.94003,埼玉,さいたま市北区日進町３丁目８０６番２,163000,165000,167000,1.22699386503067,1.21212121212121
139.605173888889,35.9459969444444,埼玉,さいたま市北区奈良町２５番３,138000,139000,140000,0.72463768115942,0.719424460431655
139.605291111111,36.0654919444444,埼玉,久喜市菖蒲町三箇字上中島３２１番２外,41400,41000,40800,-0.966183574879227,-0.487804878048781
139.605541944444,36.0143377777778,埼玉,北足立郡伊奈町内宿台２丁目２７番,0,80200,80600,Nan,0.498753117206983
139.606033055556,35.9344411111111,埼玉,さいたま市北区日進町２丁目１７８４番２,173000,176000,178000,1.73410404624277,1.13636363636364
139.606106944444,35.7941588888889,埼玉,朝霞市根岸台７−１０−１５,253000,255000,258000,0.790513833992095,1.17647058823529
139.606285,35.9210180555556,埼玉,さいたま市北区櫛引町２丁目４５３番３,154000,156000,157000,1.2987012987013,0.641025641025641
139.606533055556,36.1060461111111,埼玉,加須市下高柳字下小宮１１８５番２,21900,21900,22100,0,0.91324200913242
139.607078055556,35.7839569444444,埼玉,和光市本町２３−４,186000,186000,186000,0,0
139.607103888889,36.1183011111111,埼玉,加須市久下字高畑１６８６番４,41400,41300,41100,-0.241545893719807,-0.484261501210654
139.607958055556,35.8848788888889,埼玉,さいたま市桜区大字白鍬字猿ケ谷７６７番５,143000,143000,143000,0,0
139.608008055556,35.9130911111111,埼玉,さいたま市大宮区櫛引町１丁目５８２番８,179000,181000,182000,1.11731843575419,0.552486187845304
139.608048055556,36.0645030555556,埼玉,久喜市菖蒲町三箇字辻８６０番１１,36100,35800,35500,-0.831024930747923,-0.837988826815642
139.608283055556,35.8675711111111,埼玉,さいたま市桜区大字大久保領家字中作田５６３番３２外,135000,135000,135000,0,0
139.609085,35.9309380555556,埼玉,さいたま市北区日進町２丁目６９２番,169000,172000,174000,1.77514792899408,1.16279069767442
139.609773888889,35.8731038888889,埼玉,さいたま市桜区大字神田字作田１４８番３,129000,129000,129000,0,0
139.610195,35.7856336111111,埼玉,和光市本町１３−８,0,282000,287000,Nan,1.77304964539007
139.610263055556,35.9552947222222,埼玉,さいたま市北区吉野町１丁目４０９番５５,0,123000,123000,Nan,0
139.610346944444,35.8577938888889,埼玉,さいたま市桜区道場２−１８−３３,130000,130000,130000,0,0
139.610456111111,35.9400761111111,埼玉,さいたま市北区宮原町３丁目３２３番外,356000,359000,364000,0.842696629213483,1.39275766016713
139.610606111111,35.8886672222222,埼玉,さいたま市中央区円阿弥４−１−３０,0,148000,148000,Nan,0
139.610673055556,35.898405,埼玉,さいたま市大宮区上小町９６７番,207000,212000,217000,2.41545893719807,2.35849056603774
139.611063888889,35.9436719444444,埼玉,さいたま市北区宮原町４丁目１６番２外,190000,194000,197000,2.10526315789474,1.54639175257732
139.611303055556,35.7872416666667,埼玉,和光市本町２−１８,0,439000,443000,Nan,0.911161731207289
139.611406111111,35.79261,埼玉,和光市新倉１−２２−９６,244000,247000,251000,1.22950819672131,1.61943319838057
139.611668888889,35.8795369444444,埼玉,さいたま市中央区八王子３−７−１２,138000,139000,139000,0.72463768115942,0
139.611701944444,36.122165,埼玉,加須市久下３丁目１番４外,42000,41600,41500,-0.952380952380952,-0.240384615384615
139.611713055556,35.7969738888889,埼玉,朝霞市根岸台７−４３−２９,180000,181000,182000,0.555555555555556,0.552486187845304
139.612155,36.0769561111111,埼玉,久喜市菖蒲町菖蒲字太皷田６００４番２外,42600,44000,46500,3.28638497652582,5.68181818181818
139.612441944444,35.9351980555556,埼玉,さいたま市北区宮原町３丁目５１番１外,167000,170000,172000,1.79640718562874,1.17647058823529
139.612613888889,35.7873138888889,埼玉,和光市丸山台１−１０−５,567000,573000,581000,1.05820105820106,1.39616055846422
139.612631111111,35.9039338888889,埼玉,さいたま市大宮区上小町３５７番２,272000,279000,286000,2.57352941176471,2.5089605734767
139.613298055556,35.9711930555556,埼玉,上尾市大字上尾下字長橋８３５番７,92000,92000,92000,0,0
139.613326944444,35.9104686111111,埼玉,さいたま市大宮区大成町１丁目２８２番２外,236000,242000,246000,2.54237288135593,1.65289256198347
139.613558055556,35.8783869444444,埼玉,さいたま市中央区桜丘１−６−７,152000,153000,154000,0.657894736842105,0.65359477124183
139.613626944444,35.9273238888889,埼玉,さいたま市北区大成町４丁目５８０番４,137000,141000,144000,2.91970802919708,2.12765957446808
139.613831111111,36.12698,埼玉,加須市北小浜字堂前２２２番１１,37400,37100,36900,-0.802139037433155,-0.539083557951483
139.61453,35.9528261111111,埼玉,さいたま市北区吉野町１丁目３９８番１,64000,66000,68500,3.125,3.78787878787879
139.614546944444,36.0720311111111,埼玉,久喜市菖蒲町菖蒲字寺田６００７番２外,57200,57200,57200,0,0
139.614561111111,36.114685,埼玉,加須市花崎４丁目１８番２外,43200,42800,42500,-0.925925925925926,-0.700934579439252
139.614783055556,35.9143838888889,埼玉,さいたま市大宮区大成町２丁目２７７番１外,213000,215000,217000,0.938967136150235,0.930232558139535
139.615156944444,35.888485,埼玉,さいたま市中央区本町西４−１６−２１,182000,185000,188000,1.64835164835165,1.62162162162162
139.615273055556,35.8675938888889,埼玉,さいたま市桜区栄和３−２６−１８,162000,163000,164000,0.617283950617284,0.613496932515337
139.615455,35.7988011111111,埼玉,和光市新倉２−１３−７,180000,181000,182000,0.555555555555556,0.552486187845304
139.616236111111,36.0705641666667,埼玉,久喜市菖蒲町三箇字矢島６２０５番１１,0,0,47800,Nan,Nan
139.616356944444,35.961815,埼玉,さいたま市北区吉野町２丁目２６６番１２外,77500,78000,78500,0.645161290322581,0.641025641025641
139.616578055556,35.9057269444444,埼玉,さいたま市大宮区桜木町４丁目１９９番６,324000,329000,334000,1.54320987654321,1.51975683890578
139.616748055556,35.8648761111111,埼玉,さいたま市桜区栄和２−１９−１０,137000,137000,137000,0,0
139.61683,35.7856961111111,埼玉,和光市丸山台２−４−４,313000,318000,324000,1.59744408945687,1.88679245283019
139.618653055556,35.7887180555556,埼玉,和光市下新倉２−１９−２３,275000,279000,283000,1.45454545454545,1.4336917562724
